Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22,306652166,0,0,69.0,0,0,0,0,0,0,0
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,6/25/2020,USSD12000187,"3,648",22,304134537,0,0,64.0,0,0,0,0,0,0,0
Quicksand,Quicksand,Morray,10/30/2020,CA5KR2101974,"3,642",22,92536126,0,0,53.0,0,0,0,0,0,0,1
Singapur,El Androide,El Alfa,5/15/2020,USDY42003198,"3,641",22,200520284,0,0,64.0,0,0,0,0,0,0,0
Just Dance,The Fame,Lady Gaga,1/1/2008,USUM70807646,"3,629",22,1062571821,0,0,74.0,0,0,0,0,0,0,0
Tom's Diner,Tom's Diner,Annenmaykantereit,6/28/2019,DEUM71903009,"3,640",22,296543065,0,0,68.0,0,0,0,0,0,0,0
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,4/24/2020,QM6MZ2057011,"3,625",22,672449007,0,0,64.0,0,0,0,0,0,0,1
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2/12/2023,GX3Q92325690,"3,632",22,2307,0,0,,0,0,0,0,0,0,0
Marvins Room,Marvins Room,Drake,7/22/2011,USCM51100267,"3,624",22,597923434,0,0,68.0,0,0,0,0,0,0,1
The Motto,Take Care (Deluxe),Drake,11/15/2011,USCM51100731,"3,630",22,549699659,0,0,68.0,0,0,0,0,0,0,1
Hot (feat. Gunna),So Much Fun,Young Thug,8/16/2019,USAT21904711,"3,635",22,387820994,0,0,64.0,0,0,0,0,0,0,1
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,6/18/2023,QZMEP2360644,"3,636",22,8388731,0,0,55.0,0,0,0,0,0,0,0
moment,moment,Vierre Cloud,12/19/2019,QM42K1931856,"3,628",22,383570519,0,0,71.0,0,0,0,0,0,0,0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/2022,USUG12202132,"3,649",22,248202976,0,0,71.0,0,0,0,0,0,0,0
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,10/2/2020,USRH12000111,"3,661",22,378296524,0,0,61.0,0,0,0,0,0,0,0
God Damn,Ek Tha Raja,Badshah,3/18/2024,INUM72400156,"3,651",22,34233316,0,0,70.0,0,0,0,0,0,0,0
Razzi Bolja,Razzi Bolja,Harjeet Deewana,1/17/2021,ING582100020,"3,664",22,14329936,0,0,51.0,0,0,189,0,0,0,0
"Tested, Approved & Trusted",I Told Them...,Burna Boy,8/23/2023,USAT22307524,"3,658",22,42115225,0,0,61.0,0,0,171,0,0,0,1
GALOPA,GALOPA,Pedro Sampaio,9/16/2021,BRWMB2100721,"3,667",22,210287302,0,0,57.0,0,0,0,0,0,0,0
Reckless,Reckless,Madison Beer,6/4/2021,USSM12102874,"3,670",22,504851489,0,0,66.0,0,0,0,0,0,0,0
Paint The Town Red,Paint The Town Red,Doja Cat,8/3/2023,USRC12301713,"3,678",22,1065399331,0,0,52.0,0,0,0,0,0,0,0
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,10/18/2019,USSM11913145,"3,665",22,236121136,0,0,60.0,0,0,0,0,0,0,1
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2/26/2021,USRC12100003,"3,676",22,198817832,0,0,61.0,0,0,0,0,0,0,0
Overdrive,Overdrive,Post Malone,7/14/2023,USUM72306020,"3,669",22,130236751,0,0,63.0,0,0,0,0,0,0,0
Cuando Nadie Ve,Cuando Nadie Ve,Morat,6/8/2018,ES5701800456,"3,673",22,621596476,0,0,72.0,0,0,0,0,0,0,0
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/2020,USWB12000170,"3,652",22,193103080,0,0,62.0,0,0,0,0,0,0,0
Sugar Rush Ride,The Name Chapter: TEMPTATION,Tomorrow X Together,1/27/2023,USA2P2243432,"3,672",22,178523233,0,0,67.0,0,0,0,0,0,0,0
Me Escapï¿,Me Escapï¿,Doblep,9/7/2023,QZNJZ2368122,"3,654",22,36559856,0,0,,0,0,0,0,0,0,1
Sakhiyaan,Sakhiyaan,Maninder Buttar,10/21/2018,FR96X1865569,"3,668",22,177496669,0,0,65.0,0,0,0,0,0,0,0
Without You (feat. Sandro Cavazza),AVï¿½ï¿½CI ,Avicii,8/10/2017,SE5R71700101,"3,662",22,1074175360,0,0,73.0,0,0,0,0,0,0,1
Aynen,Hermano,Heijan,4/28/2023,QZMZ92307983,"3,663",22,66701855,0,0,57.0,0,0,0,0,0,0,0
IDGAF,Dua Lipa (Deluxe),Dua Lipa,6/2/2017,GBAHT1600301,"3,675",22,1583012380,0,0,71.0,0,0,0,0,0,0,1
Maniac,Maniac,Conan Gray,10/25/2019,USUM71920712,"3,653",22,845222205,0,0,71.0,0,0,0,0,0,0,0
Love Me Harder,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/2014,USUM71409728,"3,655",22,917284463,0,0,73.0,0,0,0,0,0,0,0
Si Supieras,Si Supieras,Daddy Yankee,6/28/2019,US2BU1900761,"3,677",22,306404848,0,0,63.0,0,0,0,0,0,0,0
Love Someone,Love Someone,Lukas Graham,9/7/2018,USWB11801903,"3,674",22,753200066,0,0,63.0,0,0,0,0,0,0,0
Dance Alone,Dance Alone,Sia,2/7/2024,USAT22400525,"3,660",22,25180079,0,0,3.0,0,0,0,0,0,0,0
Suano,Suano - Single,Ntg,3/24/2024,TCAIA2470789,"3,656",22,15333864,0,0,71.0,0,0,0,0,0,0,1
Heart On Ice,Heart On Ice,Rod Wave,5/31/2019,USUYG1257043,"3,659",22,320136804,0,0,62.0,0,0,0,0,0,0,1
POP/STARS,POP/STARS,K/Da,11/3/2018,NLRD51859885,"3,650",22,352999804,0,0,64.0,0,0,0,0,0,0,0
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4/6/2018,USAT21801432,"3,671",22,242105356,0,0,59.0,0,0,0,0,0,0,1
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/2022,GBARL2201128,"3,657",22,221965013,0,0,60.0,0,0,569,0,0,0,1
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,4/26/2024,BCZT72400033,"3,666",22,13842105,920,0,71.0,0,0,0,0,0,0,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/11/2011,USAT21102232,"3,679",22,1431126152,0,0,70.0,0,0,0,0,0,0,1
NEW MAGIC WAND,IGOR,"Tyler, The Creator",5/17/2019,USQX91901115,"3,703",22,617991511,0,0,74.0,0,0,0,0,0,0,1
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,9/20/2020,INS182006274,"3,686",22,95962246,0,0,58.0,0,0,0,0,0,0,0
Monster,Monster,Lum!X,4/19/2019,ITV951900009,"3,704",22,324575469,0,0,66.0,0,0,0,0,0,0,0
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400691,"3,684",22,35185414,0,0,68.0,0,0,0,0,0,0,1
River (feat. Ed Sheeran),Revival,Eminem,12/15/2017,USUM71712944,"3,691",22,830410811,0,0,67.0,0,0,0,0,0,0,1
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,5/6/2022,USAT22203487,"3,690",22,153857576,0,0,61.0,0,0,0,0,0,0,1
Wide Awake,538 Hitzone 63,Katy Perry,1/1/2012,USCA21200932,"3,681",22,447997798,0,0,73.0,0,0,0,0,0,0,0
Eyvah Neye Yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/2023,DGA0Q2317098,"3,698",22,27235294,0,0,,0,0,0,0,0,0,0
Lush Life,Lush Life,Zara Larsson,6/5/2015,SEWEE1500509,"3,687",22,1429205245,0,0,78.0,0,0,0,0,0,0,0
Kitty,Kitty,Kenia Os,4/23/2024,MXF012400293,"3,680",22,23061213,703,0,77.0,0,0,0,0,0,0,1
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,3/4/2023,INS182300550,"3,693",22,184580310,0,0,64.0,0,0,0,0,0,0,0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,8/12/2022,DEE862201008,"3,694",22,161145820,0,0,58.0,0,0,0,0,0,0,0
Amapiano,Amapiano,Asake,5/23/2023,USUYG1489119,"3,701",22,68990989,0,0,63.0,0,0,0,0,0,0,1
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),Gims,4/25/2019,FR8FB1901430,"3,695",22,208249257,0,0,58.0,0,0,0,0,0,0,0
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,Bm,9/20/2022,QZTVM2225505,"3,697",22,179475517,0,0,2.0,0,0,0,0,0,0,1
Take A Bite,Take A Bite,Beabadoobee,5/9/2024,GBK3W2402961,"3,700",22,18634348,0,0,78.0,0,0,0,0,0,0,0
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/2019,USSD11900381,"3,699",22,289196126,0,0,64.0,0,0,0,0,0,0,1
Me Enamorï¿,Me Enamorï¿,Shakira,1/1/2017,USSD11700088,"3,685",22,388986035,0,0,61.0,0,0,0,0,0,0,0
Geri Dï¿½ï¿½nem,Geri Dï¿½ï¿½nem,Semicenk,5/5/2023,FRX452325278,"3,702",22,111150894,0,0,67.0,0,0,0,0,0,0,0
Gimmie A Light,Gimmie A Light,Ice Spice,5/10/2024,USUG12400205,"3,692",22,8734499,0,0,,0,0,0,0,0,0,1
on the street (with J. Cole),on the street (with J. Cole),J-Hope,3/3/2023,USA2P2251898,"3,689",22,183683364,0,0,63.0,0,0,0,0,0,0,1
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,USSM12305017,"3,683",22,66878719,0,0,62.0,0,0,661,0,0,0,1
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,10/28/2016,QMCE31700918,"3,688",22,936450891,0,0,40.0,0,0,146,0,0,0,0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/2016,USRN11600859,"3,696",22,516523975,0,0,67.0,0,0,0,0,0,0,0
I Got Love,I Got Love,Miyagi,5/15/2018,QZ22B1946607,"3,682",22,136456221,235,0,,0,0,0,0,0,0,0
SET ME FREE,READY TO BE,Twice,3/10/2023,US5TA2300005,"3,705",22,117186345,0,0,62.0,0,0,0,0,0,0,0
Say Something,Say Something,A Great Big World,11/4/2013,USSM11306713,"3,714",22,1064534331,0,0,65.0,0,0,0,0,0,0,0
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,Music Lab Jpn,5/12/2023,TCJPV2340443,"3,707",22,1617307191,0,0,,0,0,0,0,0,0,1
Por Dentro,Por Dentro,Rels B,11/23/2023,UYB282376016,"3,709",22,105759424,0,0,,0,0,0,0,0,0,1
You Belong With Me,Fearless,Taylor Swift,1/1/2008,USCJY0803328,"3,720",22,643828366,0,0,66.0,0,0,0,0,0,0,0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,TCACS1642138,"3,731",22,818926915,0,0,77.0,0,0,0,0,0,0,0
Tchuco Nela,Tchuco Nela,Mc Rogerinho,4/8/2022,BCN5Z2200003,"3,727",22,154127881,0,0,72.0,0,0,0,0,0,0,1
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,6/8/1999,USWB19900690,"3,730",22,1405353677,0,0,79.0,0,0,0,0,0,0,0
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2/10/2015,USSD11400352,"3,706",22,301574752,0,0,61.0,0,0,0,0,0,0,0
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit Da Hoodie,3/10/2017,USAT21700435,"3,722",22,921936314,0,0,56.0,0,0,0,0,0,0,1
One in a Million,One in a Million,Bebe Rexha,8/4/2023,USWB12303800,"3,734",22,109868838,0,0,70.0,0,0,0,0,0,0,0
Playing Games,Playing Games,Summer Walker,8/23/2019,USUM71917221,"3,737",22,177369022,0,0,58.0,0,0,0,0,0,0,1
Often,Ultimate R&B 2014,The Weeknd,1/1/2014,USUG11401323,"3,728",22,982399328,0,0,73.0,0,0,0,0,0,0,1
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2/24/2022,BCDE52200008,"3,719",22,237867475,0,0,61.0,0,0,0,0,0,0,0
Better Things,Better Things - Single,Aespa,8/18/2023,KRA302300242,"3,738",22,72446983,0,0,60.0,0,0,0,0,0,0,0
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,9/1/2023,UYB282379019,"3,715",22,127818826,0,0,,0,0,0,0,0,0,0
Carnival,Carnival Pack - EP,Kanye West,2/8/2024,QZA742422174,"3,711",22,465320426,324,0,,0,0,0,0,0,0,0
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,12/12/2017,INY091700034,"3,716",22,22317486,0,0,50.0,0,0,0,0,0,0,0
SEVILLA,SEVILLA,Thrife,8/12/2022,SE6XW2288884,"3,725",22,26054526,0,0,41.0,0,0,0,0,0,0,1
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,7/15/2023,DGA062354084,"3,717",22,9015,4,95,6.0,0,0,0,0,0,0,0
Caramelo - Remix,Caramelo (Remix),Leoo Remix,10/1/2020,QZNJV2032699,"3,733",22,144767,82,0,,0,0,0,0,0,0,0
GHOST!,GHOST!,Phonk.Me,12/2/2022,QZTB22273485,"3,713",22,127080399,0,0,67.0,0,0,0,0,0,0,0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2/2/2024,QZZ662413549,"3,726",22,54477192,0,0,77.0,0,0,0,0,0,0,1
Inolvidable,Inolvidable,Ovy On The Drums,1/15/2020,USWL12000002,"3,712",22,256133319,0,0,65.0,0,0,0,0,0,0,0
Lioness,Lioness,Swedish House Mafia,6/7/2024,USUG12403371,"3,710",22,2480498,776,0,,0,0,0,0,0,0,0
Zombie,Zombie,Bad Wolves,1/19/2018,USDPK1800004,"3,718",22,391235723,0,0,6.0,0,0,0,0,0,0,0
NI BIEN NI MAL,X 100PRE,Bad Bunny,12/23/2018,QM7281884659,"3,735",22,461199840,0,0,61.0,0,0,0,0,0,0,1
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,Karol G,2/23/2023,USUM72222550,"3,721",22,132811353,0,0,66.0,0,0,0,0,0,0,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,8/20/2021,GBUM72102422,"3,736",22,300361628,0,0,63.0,0,0,0,0,0,0,0
Candy Shop,Candy Shop,50 Cent,1/1/2005,USIR10500072,"3,732",22,954807024,0,0,75.0,0,0,0,0,0,0,1
ONLY,ONLY,Leehi,8/27/2021,KRC712100039,"3,724",22,335212411,0,0,71.0,0,0,0,0,0,0,0
Avalon,Avalon,$Uicideboy$,5/21/2021,QZAPK2000176,"3,723",22,204669341,0,0,65.0,0,0,0,0,0,0,1
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,10/14/2022,USA2P2243895,"3,708",22,162996272,0,0,61.0,0,0,0,0,0,0,0
Esperï¿½ï¿½n,Esperï¿½ï¿½n,Manuel Turizo,12/7/2017,USQX91702666,"3,729",22,333106545,0,0,59.0,0,0,0,0,0,0,0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,3/19/2013,USUYG1027384,"3,751",22,253903241,0,0,59.0,0,0,0,0,0,0,1
Landmines,Landmines,Sum 41,9/27/2023,QMRSZ2302172,"3,748",22,18708085,0,0,,0,0,0,0,0,0,1
Flowers,Flowers (Official Video),Miley Cyrus,1/12/2023,USSM22202811,"3,752",22,2031280633,1,92,,0,0,0,0,0,0,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler Icu,4/28/2023,ZB1OS2300183,"3,747",22,54611633,0,0,61.0,0,0,0,0,0,0,1
DANCE CRIP,DANCE CRIP,Trueno,11/17/2021,ARRWN2000082,"3,754",22,265253887,0,0,61.0,0,0,0,0,0,0,1
stellar,stellar,.Diedlonely,6/23/2023,QM3DF2222961,"3,742",22,44235866,0,0,66.0,0,0,0,0,0,0,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,5/12/2021,QZDQH2143285,"3,740",22,265126606,0,0,53.0,0,0,0,0,0,0,1
Malibu,Malibu,Miley Cyrus,5/11/2017,USRC11700814,"3,763",22,810044838,0,0,68.0,0,0,0,0,0,0,0
Skin and Bones,Skin and Bones,David Kushner,1/19/2024,QZXDB2300047,"3,744",22,70354552,0,0,,0,0,0,0,0,0,0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,9/14/2022,SE6XY2215995,"3,746",22,428290193,0,0,75.0,0,0,0,0,0,0,0
Spinnin,Spinnin,Connor Price,10/21/2022,QZTAS2238500,"3,741",22,164206429,0,0,63.0,0,0,0,0,0,0,0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,3/24/2017,TCADE1784654,"3,749",22,53980875,0,0,55.0,0,0,490,0,0,0,0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300783,"3,759",22,90149537,0,0,,0,0,0,0,0,0,1
Coladin,Indï¿½ï¿½,Zï¿½Ï¿½ Vaqu,10/27/2022,BCZZV2200032,"3,760",22,68110254,0,0,62.0,0,0,0,0,0,0,0
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2/4/2019,INS181900274,"3,757",22,84890640,0,0,59.0,0,0,0,0,0,0,0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2/11/2022,USWL12200130,"3,758",22,409608018,0,0,70.0,0,0,0,0,0,0,0
All By Myself,All By Myself,Alok,10/7/2022,DEE862201655,"3,764",22,153478699,0,0,68.0,0,0,0,0,0,0,0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,Dj Usup,3/2/2022,SGB502208098,"3,762",22,302568,285,0,7.0,0,0,0,0,0,0,0
Joli bï¿½ï¿,Joli bï¿½ï¿,Naza,9/11/2020,FRX762022181,"3,755",22,131677140,0,0,57.0,0,0,0,0,0,0,1
Time of Our Lives,Time of Our Lives,Pitbull,11/17/2014,USRC11402647,"3,739",22,1283683926,0,0,79.0,0,0,0,0,0,0,1
Blood // Water,Blood / / Water,Grandson,10/27/2017,TCADI1720999,"3,745",22,658966178,0,0,68.0,0,0,0,0,0,0,0
Famous Hoes,Famous Hoes,Nle Choppa,12/10/2019,USWB11903266,"3,753",22,126680278,0,0,54.0,0,0,0,0,0,0,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,10/19/2023,DGA0H2357875,"3,756",22,59582290,0,0,,0,0,0,0,0,0,0
Wreckage,Wreckage,Pearl Jam,4/17/2024,USUG12309753,"3,750",22,6247901,887,0,,0,0,0,0,0,0,1
This Town,This Town,Niall Horan,9/29/2016,USUG11601029,"3,743",22,957810500,0,0,74.0,0,0,0,0,0,0,0
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,4/28/2022,USAT22203651,"3,761",22,181659395,0,0,62.0,0,0,0,0,0,0,0
Lil Bit,Lil Bit,Nelly,10/23/2020,USQX92003343,"3,792",22,250828412,0,0,61.0,0,0,0,0,0,0,1
Nenas,Nenas,Anni K,11/25/2022,QZNW72249626,"3,790",22,22362,5,0,10.0,0,0,0,0,0,0,0
Rainy Days,Layover,V,8/11/2023,USA2P2339028,"3,776",22,253540909,0,0,70.0,0,0,866,0,0,0,0
Disaster,Disaster - Single,Kslv Noh,6/21/2021,QZHNC2184834,"3,784",22,258379092,0,0,65.0,0,0,0,0,0,0,0
Feelings,Feelings,Sumit Goswami,7/7/2020,INS172001990,"3,773",22,42067554,0,0,54.0,0,0,0,0,0,0,0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,1/14/2022,QMRSZ2102055,"3,770",22,54488988,0,0,4.0,0,0,0,0,0,0,0
Los Collares,Los Collares,Oscar Maydon,9/30/2022,USANG2210588,"3,769",22,332741927,0,0,72.0,0,0,0,0,0,0,0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),Hoodblaq,5/30/2024,DEKF22400486,"3,772",22,8033479,0,0,70.0,0,0,0,0,0,0,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,12/5/2008,FRZID0900480,"3,778",22,923932404,0,0,63.0,0,0,0,0,0,0,0
It's That Time,It's That Time,Marlon Hoffstadt,4/21/2023,QM4TX2371595,"3,789",22,29365536,0,0,62.0,0,0,0,0,0,0,0
Do Not Climb,Do Not Climb,Claps,3/16/2023,AUXN22297509,"3,780",22,2723,11,237,,0,0,0,0,0,0,0
Mï¿½ï¿½lanine (feat. Were,Mï¿½ï¿½la,Heuss L'Enfoirï¿,5/3/2024,FRPZ92417040,"3,786",22,14500608,0,0,71.0,0,0,0,0,0,0,1
Bakkal Amca,Bakkal Amca,Kukuli,5/10/2021,QZHN62167502,"3,775",22,5755295,850,0,36.0,0,0,702,0,0,0,0
Martes 13,Martes 13 - Single,Luis R Conriquez,5/17/2024,QM6N22452000,"3,768",22,12809544,967,0,,0,0,0,0,0,0,1
Jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,Dafina Zeqiri,5/31/2024,QZNFJ2402633,"3,791",22,1196257,208,0,57.0,0,0,0,0,0,0,0
BellaBella,Bella Bella (feat. Scelo),Vanco,2/23/2017,ZA4MG1700001,"3,783",22,3835,12,142,1.0,0,0,0,0,0,0,0
Long Journey,Nostalgia,Rod Wave,9/15/2023,USQX92305193,"3,765",22,26215354,0,0,,0,0,0,0,0,0,1
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,1/1/2015,USLXJ1507199,"3,782",22,622198235,0,0,66.0,0,0,0,0,0,0,0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,7/22/2022,USRC12202590,"3,766",22,142262820,0,0,63.0,0,0,0,0,0,0,1
Cab In A Solo,Cab In A Solo - Single,Scotty Mccreery,8/18/2023,USQX92304263,"3,787",22,11614161,0,0,55.0,0,0,49,0,0,0,0
Sï¿½ï¿½,Sï¿½ï¿½,Anuel Aa,11/18/2021,QMDA62184373,"3,771",22,200764254,0,0,57.0,0,0,0,0,0,0,1
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,8/18/2023,CAW112300246,"3,779",22,53303131,0,0,61.0,0,0,0,0,0,0,0
Fed Up,ANTI-ICON,Ghostemane,10/21/2020,ZZOPM2003235,"3,785",22,219841054,0,0,64.0,0,0,0,0,0,0,1
Slide,Slide,H.E.R.,9/27/2019,USRC11902505,"3,781",22,224529894,0,0,53.0,0,0,0,0,0,0,1
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,6/29/2023,INZ031413259,"3,774",22,4527224,392,0,,0,0,0,0,0,0,0
Be The One,Be The One,Eli Brown,3/31/2023,GBUM72302199,"3,777",22,75309953,0,0,67.0,0,0,0,0,0,0,0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,5/24/2024,GBARL2400277,"3,788",22,13330547,0,0,73.0,0,0,0,0,0,0,0
This City,Not a Hobby,Sam Fischer,1/19/2018,TCADL1840559,"3,767",22,633467655,0,0,63.0,0,0,0,0,0,0,0
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,Mc Ph,4/7/2023,BXG6R2300280,"3,801",21,131981248,0,0,65.0,0,0,0,0,0,0,1
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,9/1/2023,USUM72312706,"3,818",21,66513420,0,0,,0,0,0,0,0,0,0
Precision,Precision,Big Sean,3/22/2024,USUM72400673,"3,795",21,7569031,0,0,,0,0,0,0,0,0,1
Did Me Wrong,B4 BOA - Single,A Boogie Wit Da Hoodie,9/8/2023,USAT22308669,"3,820",21,32916107,0,0,,0,0,30,0,0,0,1
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,4/19/2024,GBARL2400420,"3,804",21,13712090,0,0,,0,0,0,0,0,0,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single,Jeff Satur,9/23/2022,THW092201719,"3,811",21,41494349,0,0,52.0,0,0,0,0,0,0,0
Get Back,Meet The Woo 2,Pop Smoke,2/7/2020,USUM72002036,"3,800",21,355137565,0,0,64.0,0,0,0,0,0,0,1
Panic Room,Panic Room,Au/Ra,2/9/2018,GBARL1702250,"3,821",21,256361762,0,0,63.0,0,0,0,0,0,0,0
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,Dj Manikci Remix,8/16/2022,HKK972235335,"3,810",21,5101261,0,0,,0,0,0,0,0,0,0
2002,NOW That's What I Call Music! 100,Anne-Marie,7/20/2018,GBAHS1800484,"3,807",21,0,116,0,,0,0,0,0,0,0,0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,12/28/2018,MXF011900173,"3,797",21,417257612,0,0,62.0,0,0,0,0,0,0,0
Problemas de um Milionï¿½ï¿,Problemas de um Milionï¿½ï¿,Wiu,4/10/2024,BXW922400001,"3,806",21,34042262,0,0,74.0,0,0,0,0,0,0,1
Noticed,Noticed,Lil Mosey,7/20/2018,USUM71809565,"3,819",21,727014998,0,0,65.0,0,0,0,0,0,0,1
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,5/11/2018,USUM71804149,"3,809",21,686323132,0,0,70.0,0,0,0,0,0,0,1
Happy Birthday,Happy Birthday,Jovanie,3/22/2019,QM4TX1990759,"3,793",21,37866,449,0,3.0,0,0,0,0,0,0,0
The Greatest,The Greatest,Sia,1/1/2016,USRC11601332,"3,812",21,669427500,0,0,62.0,0,0,0,0,0,0,0
Ignite,Ignite,Alan Walker,5/11/2018,NOG841803010,"3,815",21,339954855,0,0,64.0,0,0,0,0,0,0,0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,8/27/2021,USAT22105014,"3,805",21,172558590,0,0,53.0,0,0,0,0,0,0,1
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½Ï¿½Ï¿½N,9/21/2023,US38Y2304586,"3,794",21,1880312,408,0,,0,0,0,0,0,0,0
Vette Motors,Vette Motors - Single,Youngboy Never Broke Again,6/10/2022,USAT22207312,"3,814",21,80585683,0,0,19.0,0,0,0,0,0,0,1
